,treatment,environment,position,Languages,Consonantal +/−,Grapheme,IPA,IPA key,Lateral +/−,Manner of articulation,Place of articulation,Place value,Sibilant +/−,Sonority value,Voice +/−,version
0,-T-,"V_{a,O}",1,BR POR,+,d,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
1,-T-,"V_{a,O}",1,AMR ESP,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,1.0
2,-T-,"V_{a,O}",1,LAT,+,T,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
3,-T-,"V_{a,O}",1,CAT,+,d,ð~ð̞,170,−,F~W,D,1.9166666666666665,−,1.25,+,1.0
4,-T-,"V_{a,O}",1,VAL,+,d,d̪~ð̞,168,−,P~W,D,1.75,−,2.25,+,1.0
5,-T-,"V_{a,O}",1,BAL,+,d,d̪~ð,169,−,P~F,D,1.8333333333333335,−,3,+,1.0
6,-T-,"V_{a,O}",1,OCC,,,,,,,,,,,,1.0
7,-T-,"V_{a,O}",1,GAS OCC,,,,,,,,,,,,1.0
8,-T-,"V_{a,O}",1,EU FRA,−,∅,∅,∅,−,∅,D,1.8333333333333333,−,0,+,1.0
9,-T-,"V_{a,O}",1,QBC FRA,−,∅,∅,∅,−,∅,D,1.8333333333333333,−,0,+,1.0
10,-T-,"V_{a,O}",1,WAL,,,,,,,,,,,,1.0
11,-T-,"V_{a,O}",1,ARP,,,,,,,,,,,,1.0
12,-T-,"V_{a,O}",1,LIG,,,,,,,,,,,,1.0
13,-T-,"V_{a,O}",1,EU POR,+,d,ð,45,−,F,D,2,−,2,+,1.0
14,-T-,"V_{a,O}",1,LMO,,,,,,,,,,,,1.0
15,-T-,"V_{a,O}",1,RMH,,,,,,,,,,,,1.0
16,-T-,"V_{a,O}",1,FUR,,,,,,,,,,,,1.0
17,-T-,"V_{a,O}",1,LOG SRD,,,,,,,,,,,,1.0
18,-T-,"V_{a,O}",1,CPN SRD,,,,,,,,,,,,1.0
19,-T-,"V_{a,O}",1,COR,,,,,,,,,,,,1.0
20,-T-,"V_{a,O}",1,ITA,+,ț,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
21,-T-,"V_{a,O}",1,ABR,,,,,,,,,,,,1.0
22,-T-,"V_{a,O}",1,CAM,,,,,,,,,,,,1.0
23,-T-,"V_{a,O}",1,PGL,,,,,,,,,,,,1.0
24,-T-,"V_{a,O}",1,SCN,,,,,,,,,,,,1.0
25,-T-,"V_{a,O}",1,VEN,,,,,,,,,,,,1.0
26,-T-,"V_{a,O}",1,ARO,,,,,,,,,,,,1.0
27,-T-,"V_{a,O}",1,ROM,+,ț,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
28,-T-,"V_{a,O}",1,GAL,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,1.0
29,-T-,"V_{a,O}",1,ASL,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,1.0
30,-T-,"V_{a,O}",1,CAS ESP,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,1.0
31,-T-,"V_{a,O}",1,AND ESP,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,1.0
32,-T-,"V_{a,O}",1,ARG,+,d,ð~ð̞,170,−,F~W,D,1.9166666666666665,−,1.25,+,1.0
0,-D-,V_E,1,BR POR,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
1,-D-,V_E,1,AMR ESP,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
2,-D-,V_E,1,LAT,+,D,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
3,-D-,V_E,1,CAT,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
4,-D-,V_E,1,VAL,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
5,-D-,V_E,1,BAL,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
6,-D-,V_E,1,OCC,,,,,,,,,,,,1.0
7,-D-,V_E,1,GAS OCC,,,,,,,,,,,,1.0
8,-D-,V_E,1,EU FRA,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
9,-D-,V_E,1,QBC FRA,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
10,-D-,V_E,1,WAL,,,,,,,,,,,,1.0
11,-D-,V_E,1,ARP,,,,,,,,,,,,1.0
12,-D-,V_E,1,LIG,,,,,,,,,,,,1.0
13,-D-,V_E,1,EU POR,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
14,-D-,V_E,1,LMO,,,,,,,,,,,,1.0
15,-D-,V_E,1,RMH,,,,,,,,,,,,1.0
16,-D-,V_E,1,FUR,,,,,,,,,,,,1.0
17,-D-,V_E,1,LOG SRD,,,,,,,,,,,,1.0
18,-D-,V_E,1,CPN SRD,,,,,,,,,,,,1.0
19,-D-,V_E,1,COR,,,,,,,,,,,,1.0
20,-D-,V_E,1,ITA,+,d,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
21,-D-,V_E,1,ABR,,,,,,,,,,,,1.0
22,-D-,V_E,1,CAM,,,,,,,,,,,,1.0
23,-D-,V_E,1,PGL,,,,,,,,,,,,1.0
24,-D-,V_E,1,SCN,,,,,,,,,,,,1.0
25,-D-,V_E,1,VEN,,,,,,,,,,,,1.0
26,-D-,V_E,1,ARO,,,,,,,,,,,,1.0
27,-D-,V_E,1,ROM,+,d,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
29,-D-,V_E,1,ARO,+,dz,d͡z̪,27,−,P͡F,D,1.3333333333333333,+,3,+,2.0
30,-D-,V_E,1,ROM,+,z,z̪,49,−,F,D,1.3333333333333333,+,2,+,2.0
31,-D-,V_E,1,GAL,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
32,-D-,V_E,1,ASL,+/−,∅,ʝ~∅,174,−,W~∅,Ɉ,-2,−,-1,+/−,1.0
33,-D-,V_E,1,CAS ESP,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
34,-D-,V_E,1,AND ESP,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,−,1.0
35,-D-,V_E,1,ARG,+/−,∅,ʝ~∅,174,−,W~∅,Ɉ,-2,−,-1,+/−,1.0
0,-D-,"V_{a,O}",1,BR POR,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,1.0
1,-D-,"V_{a,O}",1,AMR ESP,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,1.0
2,-D-,"V_{a,O}",1,LAT,+,D,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
3,-D-,"V_{a,O}",1,CAT,−,∅,∅,∅,−,∅,D,1.1666666666666665,−,0,+,1.0
4,-D-,"V_{a,O}",1,VAL,−,∅,∅,∅,−,∅,D,1.1666666666666665,−,0,+,1.0
5,-D-,"V_{a,O}",1,BAL,−,∅,∅,∅,−,∅,D,1.1666666666666665,−,0,+,1.0
6,-D-,"V_{a,O}",1,OCC,,,,,,,,,,,,1.0
7,-D-,"V_{a,O}",1,GAS OCC,,,,,,,,,,,,1.0
8,-D-,"V_{a,O}",1,EU FRA,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,1.0
9,-D-,"V_{a,O}",1,QBC FRA,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,1.0
10,-D-,"V_{a,O}",1,WAL,,,,,,,,,,,,1.0
11,-D-,"V_{a,O}",1,ARP,,,,,,,,,,,,1.0
12,-D-,"V_{a,O}",1,LIG,,,,,,,,,,,,1.0
13,-D-,"V_{a,O}",1,EU POR,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,1.0
14,-D-,"V_{a,O}",1,LMO,,,,,,,,,,,,1.0
15,-D-,"V_{a,O}",1,RMH,,,,,,,,,,,,1.0
16,-D-,"V_{a,O}",1,FUR,,,,,,,,,,,,1.0
17,-D-,"V_{a,O}",1,LOG SRD,,,,,,,,,,,,1.0
18,-D-,"V_{a,O}",1,CPN SRD,,,,,,,,,,,,1.0
19,-D-,"V_{a,O}",1,COR,,,,,,,,,,,,1.0
20,-D-,"V_{a,O}",1,ITA,+,d,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
21,-D-,"V_{a,O}",1,ABR,,,,,,,,,,,,1.0
22,-D-,"V_{a,O}",1,CAM,,,,,,,,,,,,1.0
23,-D-,"V_{a,O}",1,PGL,,,,,,,,,,,,1.0
24,-D-,"V_{a,O}",1,SCN,,,,,,,,,,,,1.0
25,-D-,"V_{a,O}",1,VEN,,,,,,,,,,,,1.0
26,-D-,"V_{a,O}",1,ARO,,,,,,,,,,,,1.0
27,-D-,"V_{a,O}",1,ROM,+,d,d̪,6,−,P,D,1.6666666666666667,−,4,+,1.0
29,-D-,"V_{a,O}",1,EU POR,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,2.0
30,-D-,"V_{a,O}",1,BR POR,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,2.0
31,-D-,"V_{a,O}",1,GAL,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,1.0
32,-D-,"V_{a,O}",1,ASL,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,1.0
33,-D-,"V_{a,O}",1,CAS ESP,+/−,d/∅,ð̞~∅,175,−,W~∅,D,1.8333333333333333,−,0.25,+/−,1.0
34,-D-,"V_{a,O}",1,GAL,−,∅,∅,∅,−,∅,D,1.8333333333333335,−,0,+,2.0
35,-D-,"V_{a,O}",1,AND ESP,+/−,d/∅,ð̞~∅,175,−,W~∅,D,1.8333333333333333,−,0.25,+/−,1.0
36,-D-,"V_{a,O}",1,AMR ESP,+/−,d/∅,ð̞~∅,175,−,W~∅,D,1.8333333333333333,−,0.25,+/−,2.0
38,-D-,"V_{a,O}",1,EU POR,+,l,ɫ̪,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,3.0
39,-D-,"V_{a,O}",1,BR POR,+,l,l,85,+,LW,D,0.75,−,0.75,+,3.0
40,-D-,"V_{a,O}",1,GAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,3.0
41,-D-,"V_{a,O}",1,ASL,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
42,-D-,"V_{a,O}",1,CAS ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
43,-D-,"V_{a,O}",1,AND ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
44,-D-,"V_{a,O}",1,AMR ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,3.0
45,-D-,"V_{a,O}",1,ASL,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,3.0
46,-D-,"V_{a,O}",1,CAS ESP,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,3.0
47,-D-,"V_{a,O}",1,AND ESP,+,d,ð̞,92,−,W,D,1.8333333333333333,−,0.5,+,3.0
48,-D-,"V_{a,O}",1,ARG,+,d,ð~ð̞,170,−,F~W,D,1.9166666666666665,−,1.25,+,1.0
0,-C-,V_O,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,-C-,V_O,1,AMR ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
2,-C-,V_O,1,LAT,+,C,k,19,−,P,K,-3,−,4,−,1.0
3,-C-,V_O,1,CAT,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
4,-C-,V_O,1,VAL,+,g,ɡ~ɣ̞,171,−,P~W,K,-3,−,2.25,+,1.0
5,-C-,V_O,1,BAL,+,g,ɡ~ɣ,172,−,P~F,K,-3,−,3,+,1.0
6,-C-,V_O,1,OCC,,,,,,,,,,,,1.0
7,-C-,V_O,1,GAS OCC,,,,,,,,,,,,1.0
8,-C-,V_O,1,EU FRA,−,∅,∅,∅,−,∅,K,-3,−,0,+,1.0
9,-C-,V_O,1,QBC FRA,−,∅,∅,∅,−,∅,K,-3,−,0,+,1.0
10,-C-,V_O,1,WAL,,,,,,,,,,,,1.0
11,-C-,V_O,1,ARP,,,,,,,,,,,,1.0
12,-C-,V_O,1,LIG,,,,,,,,,,,,1.0
13,-C-,V_O,1,EU POR,+,g,ɣ,64,−,F,K,-3,−,2,+,1.0
14,-C-,V_O,1,LMO,,,,,,,,,,,,1.0
15,-C-,V_O,1,RMH,,,,,,,,,,,,1.0
16,-C-,V_O,1,FUR,,,,,,,,,,,,1.0
17,-C-,V_O,1,LOG SRD,,,,,,,,,,,,1.0
18,-C-,V_O,1,CPN SRD,,,,,,,,,,,,1.0
19,-C-,V_O,1,COR,,,,,,,,,,,,1.0
20,-C-,V_O,1,ITA,+,c,k,19,−,P,K,-3,−,4,−,1.0
21,-C-,V_O,1,ABR,,,,,,,,,,,,1.0
22,-C-,V_O,1,CAM,,,,,,,,,,,,1.0
23,-C-,V_O,1,PGL,,,,,,,,,,,,1.0
24,-C-,V_O,1,SCN,,,,,,,,,,,,1.0
25,-C-,V_O,1,VEN,,,,,,,,,,,,1.0
26,-C-,V_O,1,ARO,,,,,,,,,,,,1.0
27,-C-,V_O,1,ROM,+,c,k,19,−,P,K,-3,−,4,−,1.0
28,-C-,V_O,1,GAL,+,g (gh),ɣ̞ (ħ),177,−,W (F),K (H),-3.6666666666666665,−,1,+ (−),1.0
29,-C-,V_O,1,ASL,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
30,-C-,V_O,1,CAS ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
31,-C-,V_O,1,AND ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
32,-C-,V_O,1,ARG,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
0,-C-,V_E,1,BR POR,+,z,z,51,−,F,D,1,+,2,+,1.0
1,-C-,V_E,1,AMR ESP,+,c,s,50,−,F,D,1,+,2,−,1.0
2,-C-,V_E,1,LAT,+,C,k,19,−,P,K,-3,−,4,−,1.0
3,-C-,V_E,1,CAT,−,∅,∅,∅,−,∅,D,1.1666666666666665,−,0,+,1.0
4,-C-,V_E,1,VAL,−,∅,∅,∅,−,∅,D,1.1666666666666665,−,0,+,1.0
5,-C-,V_E,1,BAL,−,∅,∅,∅,−,∅,D,1.1666666666666665,−,0,+,1.0
6,-C-,V_E,1,OCC,,,,,,,,,,,,1.0
7,-C-,V_E,1,GAS OCC,,,,,,,,,,,,1.0
8,-C-,V_E,1,EU FRA,+,s,z̪,49,−,F,D,1.3333333333333333,+,2,+,1.0
9,-C-,V_E,1,QBC FRA,,,,,,,,,,,,1.0
10,-C-,V_E,1,WAL,,,,,,,,,,,,1.0
11,-C-,V_E,1,ARP,,,,,,,,,,,,1.0
12,-C-,V_E,1,LIG,,x,,,,,,,,,,1.0
13,-C-,V_E,1,EU POR,+,z,z (z̪),121,−,F,D,1.0833333333333333,+,2,+,1.0
14,-C-,V_E,1,LMO,,,,,,,,,,,,1.0
15,-C-,V_E,1,RMH,,,,,,,,,,,,1.0
16,-C-,V_E,1,FUR,,,,,,,,,,,,1.0
17,-C-,V_E,1,LOG SRD,,,,,,,,,,,,1.0
18,-C-,V_E,1,CPN SRD,,,,,,,,,,,,1.0
19,-C-,V_E,1,COR,,,,,,,,,,,,1.0
20,-C-,V_E,1,ITA,+,c,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
21,-C-,V_E,1,ABR,,,,,,,,,,,,1.0
22,-C-,V_E,1,CAM,,,,,,,,,,,,1.0
23,-C-,V_E,1,PGL,,,,,,,,,,,,1.0
24,-C-,V_E,1,SCN,,,,,,,,,,,,1.0
25,-C-,V_E,1,VEN,,,,,,,,,,,,1.0
26,-C-,V_E,1,ARO,,,,,,,,,,,,1.0
27,-C-,V_E,1,ROM,+,c,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
28,-C-,V_E,1,GAL,+,c,θ (s),102,−,F,D,1.6666666666666667,+/−,2,−,1.0
29,-C-,V_E,1,ASL,+,c,θ,44,−,F,D,2,−,2,−,1.0
30,-C-,V_E,1,CAS ESP,+,c,θ,44,−,F,D,2,−,2,−,1.0
31,-C-,V_E,1,AND ESP,+,c,s̟,46,−,F,D,1.6666666666666667,+,2,−,1.0
32,-C-,V_E,1,ARG,+,C,θ,44,−,F,D,2,−,2,−,1.0
0,-C-,V_a,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,-C-,V_a,1,AMR ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
2,-C-,V_a,1,LAT,+,C,k,19,−,P,K,-3,−,4,−,1.0
3,-C-,V_a,1,CAT,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
4,-C-,V_a,1,VAL,+,g,ɡ~ɣ̞,171,−,P~W,K,-3,−,2.25,+,1.0
5,-C-,V_a,1,BAL,+,g,ɡ~ɣ,172,−,P~F,K,-3,−,3,+,1.0
6,-C-,V_a,1,OCC,,,,,,,,,,,,1.0
7,-C-,V_a,1,GAS OCC,,,,,,,,,,,,1.0
8,-C-,V_a,1,EU FRA,−/+,∅/y,∅~j,,−,∅~W,K~Ɉ,-2.5,−,0.25,+,1.0
9,-C-,V_a,1,QBC FRA,,,,,,,,,,,,1.0
10,-C-,V_a,1,WAL,,,,,,,,,,,,1.0
11,-C-,V_a,1,ARP,,,,,,,,,,,,1.0
12,-C-,V_a,1,LIG,,,,,,,,,,,,1.0
13,-C-,V_a,1,EU POR,+,g,ɣ,64,−,F,K,-3,−,2,+,1.0
14,-C-,V_a,1,LMO,,,,,,,,,,,,1.0
15,-C-,V_a,1,RMH,,,,,,,,,,,,1.0
16,-C-,V_a,1,FUR,,,,,,,,,,,,1.0
17,-C-,V_a,1,LOG SRD,,,,,,,,,,,,1.0
18,-C-,V_a,1,CPN SRD,,,,,,,,,,,,1.0
19,-C-,V_a,1,COR,,,,,,,,,,,,1.0
20,-C-,V_a,1,ITA,+,c,k,19,−,P,K,-3,−,4,−,1.0
21,-C-,V_a,1,ABR,,,,,,,,,,,,1.0
22,-C-,V_a,1,CAM,,,,,,,,,,,,1.0
23,-C-,V_a,1,PGL,,,,,,,,,,,,1.0
24,-C-,V_a,1,SCN,,,,,,,,,,,,1.0
25,-C-,V_a,1,VEN,,,,,,,,,,,,1.0
26,-C-,V_a,1,ARO,,,,,,,,,,,,1.0
27,-C-,V_a,1,ROM,+,c,k,19,−,P,K,-3,−,4,−,1.0
28,-C-,V_a,1,GAL,+,g (gh),ɣ̞ (ħ),177,−,W (F),K (H),-3.6666666666666665,−,1,+ (−),1.0
29,-C-,V_a,1,ASL,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
30,-C-,V_a,1,CAS ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
31,-C-,V_a,1,AND ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
32,-C-,V_a,1,ARG,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
0,-G-,V_O,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,-G-,V_O,1,AMR ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
2,-G-,V_O,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,-G-,V_O,1,CAT,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
4,-G-,V_O,1,VAL,+,g,ɡ~ɣ̞,171,−,P~W,K,-3,−,2.25,+,1.0
5,-G-,V_O,1,BAL,+,g,ɡ~ɣ,172,−,P~F,K,-3,−,3,+,1.0
6,-G-,V_O,1,OCC,,,,,,,,,,,,1.0
7,-G-,V_O,1,GAS OCC,,,,,,,,,,,,1.0
8,-G-,V_O,1,EU FRA,−,∅,∅,∅,−,∅,K,-3,−,0,+,1.0
9,-G-,V_O,1,QBC FRA,,,,,,,,,,,,1.0
10,-G-,V_O,1,WAL,,,,,,,,,,,,1.0
11,-G-,V_O,1,ARP,,,,,,,,,,,,1.0
12,-G-,V_O,1,LIG,,,,,,,,,,,,1.0
13,-G-,V_O,1,EU POR,+,g,ɣ,64,−,F,K,-3,−,2,+,1.0
14,-G-,V_O,1,LMO,,,,,,,,,,,,1.0
15,-G-,V_O,1,RMH,,,,,,,,,,,,1.0
16,-G-,V_O,1,FUR,,,,,,,,,,,,1.0
17,-G-,V_O,1,LOG SRD,,,,,,,,,,,,1.0
18,-G-,V_O,1,CPN SRD,,,,,,,,,,,,1.0
19,-G-,V_O,1,COR,,,,,,,,,,,,1.0
20,-G-,V_O,1,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
21,-G-,V_O,1,ABR,,,,,,,,,,,,1.0
22,-G-,V_O,1,CAM,,,,,,,,,,,,1.0
23,-G-,V_O,1,PGL,,,,,,,,,,,,1.0
24,-G-,V_O,1,SCN,,,,,,,,,,,,1.0
25,-G-,V_O,1,VEN,,,,,,,,,,,,1.0
26,-G-,V_O,1,ARO,,,,,,,,,,,,1.0
27,-G-,V_O,1,ROM,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
28,-G-,V_O,1,GAL,+,g (gh),ɣ̞ (ħ),177,−,W (F),K (H),-3.6666666666666665,−,1,+ (−),1.0
29,-G-,V_O,1,ASL,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
30,-G-,V_O,1,CAS ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
31,-G-,V_O,1,AND ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
32,-G-,V_O,1,ARG,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
0,-G-,V_a,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,-G-,V_a,1,AMR ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
2,-G-,V_a,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,-G-,V_a,1,CAT,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
4,-G-,V_a,1,VAL,+,g,ɡ~ɣ̞,171,−,P~W,K,-3,−,2.25,+,1.0
5,-G-,V_a,1,BAL,+,g,ɡ~ɣ,172,−,P~F,K,-3,−,3,+,1.0
6,-G-,V_a,1,OCC,,,,,,,,,,,,1.0
7,-G-,V_a,1,GAS OCC,,,,,,,,,,,,1.0
8,-G-,V_a,1,EU FRA,−/+,∅/v,∅~v,,−,∅~F,K~B,-0.25,−,1,+,1.0
9,-G-,V_a,1,QBC FRA,,,,,,,,,,,,1.0
10,-G-,V_a,1,WAL,,,,,,,,,,,,1.0
11,-G-,V_a,1,ARP,,,,,,,,,,,,1.0
12,-G-,V_a,1,LIG,,,,,,,,,,,,1.0
13,-G-,V_a,1,EU POR,+,g,ɣ,64,−,F,K,-3,−,2,+,1.0
14,-G-,V_a,1,LMO,,,,,,,,,,,,1.0
15,-G-,V_a,1,RMH,,,,,,,,,,,,1.0
16,-G-,V_a,1,FUR,,,,,,,,,,,,1.0
17,-G-,V_a,1,LOG SRD,,,,,,,,,,,,1.0
18,-G-,V_a,1,CPN SRD,,,,,,,,,,,,1.0
19,-G-,V_a,1,COR,,,,,,,,,,,,1.0
20,-G-,V_a,1,ITA,+,g,ɡ,,−,P,K,-3,−,4,+,1.0
21,-G-,V_a,1,ABR,,,,,,,,,,,,1.0
22,-G-,V_a,1,CAM,,,,,,,,,,,,1.0
23,-G-,V_a,1,PGL,,,,,,,,,,,,1.0
24,-G-,V_a,1,SCN,,,,,,,,,,,,1.0
25,-G-,V_a,1,VEN,,,,,,,,,,,,1.0
26,-G-,V_a,1,ARO,,,,,,,,,,,,1.0
27,-G-,V_a,1,ROM,+,g,ɡ,,−,P,K,-3,−,4,+,1.0
28,-G-,V_a,1,GAL,+,g (gh),ɣ̞ (ħ),177,−,W (F),K (H),-3.6666666666666665,−,1,+ (−),1.0
29,-G-,V_a,1,ASL,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
30,-G-,V_a,1,CAS ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
31,-G-,V_a,1,AND ESP,+,g,ɣ̞,95,−,W,K,-3,−,0.5,+,1.0
32,-G-,V_a,1,ARG,+,g,ɣ~ɣ̞,173,−,F~W,K,-3,−,1.25,+,1.0
0,-G-,V_E,1,BR POR,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
1,-G-,V_E,1,AMR ESP,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
2,-G-,V_E,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,-G-,V_E,1,CAT,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
4,-G-,V_E,1,VAL,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
5,-G-,V_E,1,BAL,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
6,-G-,V_E,1,OCC,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
7,-G-,V_E,1,GAS OCC,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
8,-G-,V_E,1,EU FRA,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
9,-G-,V_E,1,QBC FRA,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
10,-G-,V_E,1,WAL,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
11,-G-,V_E,1,ARP,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
12,-G-,V_E,1,LIG,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
13,-G-,V_E,1,EU POR,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
14,-G-,V_E,1,LMO,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
15,-G-,V_E,1,RMH,+/−,j/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
16,-G-,V_E,1,FUR,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
17,-G-,V_E,1,LOG SRD,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
18,-G-,V_E,1,CPN SRD,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
19,-G-,V_E,1,COR,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
20,-G-,V_E,1,ITA,+/−,i/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
21,-G-,V_E,1,ABR,+/−,j/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
22,-G-,V_E,1,CAM,+/−,j/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
23,-G-,V_E,1,PGL,+/−,j/∅,j~∅,151,−,W~∅,Ɉ,-2,−,0.16666666666666666,+/−,1.0
